,probe,accuracy
0,Steltek_512,0.5
1,stephsphynx_512,0.333333333333
2,steviehs_512,0.444444444444
3,Susi_512,0.722222222222
4,theduke_512,0.722222222222
5,TheLinuxist_512,0.666666666667
6,thhoof_512,0.5
7,thisss_512,0.388888888889
8,Thomas_512,0.611111111111
9,timobaumann_512,0.833333333333
10,tolleiv_512,0.444444444444
11,UrbanCMC_512,0.611111111111
12,vfsh_512,0.5
13,wasawasa_512,0.277777777778
14,wmwie_512,0.333333333333

Total: 0.525925925926
