,probe,accuracy
0,Steltek_512,0.944444444444
1,stephsphynx_512,0.388888888889
2,steviehs_512,0.833333333333
3,Susi_512,1.0
4,theduke_512,0.944444444444
5,TheLinuxist_512,0.833333333333
6,thhoof_512,0.888888888889
7,thisss_512,0.722222222222
8,Thomas_512,1.0
9,timobaumann_512,0.888888888889
10,tolleiv_512,0.444444444444
11,UrbanCMC_512,0.666666666667
12,vfsh_512,0.277777777778
13,wasawasa_512,0.722222222222
14,wmwie_512,0.833333333333

Total:　0.759259259259
