,probe,accuracy
0,Steltek_512,0.277777777778
1,stephsphynx_512,0.333333333333
2,steviehs_512,0.611111111111
3,Susi_512,0.944444444444
4,theduke_512,0.833333333333
5,TheLinuxist_512,0.666666666667
6,thhoof_512,0.722222222222
7,thisss_512,0.5
8,Thomas_512,0.944444444444
9,timobaumann_512,0.555555555556
10,tolleiv_512,0.388888888889
11,UrbanCMC_512,0.611111111111
12,vfsh_512,0.611111111111
13,wasawasa_512,0.222222222222
14,wmwie_512,0.5

Total:　0.581481481481
