,probe,accuracy
0,Steltek_512,0.333333333333
1,stephsphynx_512,0.388888888889
2,steviehs_512,0.5
3,Susi_512,0.777777777778
4,theduke_512,0.888888888889
5,TheLinuxist_512,0.666666666667
6,thhoof_512,0.444444444444
7,thisss_512,0.444444444444
8,Thomas_512,0.722222222222
9,timobaumann_512,0.666666666667
10,tolleiv_512,0.388888888889
11,UrbanCMC_512,0.555555555556
12,vfsh_512,0.444444444444
13,wasawasa_512,0.277777777778
14,wmwie_512,0.444444444444

Total: 0.52962962963
