,probe,accuracy
0,Steltek_512,0.833333333333
1,stephsphynx_512,0.833333333333
2,steviehs_512,0.5
3,Susi_512,1.0
4,theduke_512,0.833333333333
5,TheLinuxist_512,0.833333333333
6,thhoof_512,1.0
7,thisss_512,0.666666666667
8,Thomas_512,0.666666666667
9,timobaumann_512,0.333333333333
10,tolleiv_512,0.166666666667
11,UrbanCMC_512,0.333333333333
12,vfsh_512,0.333333333333
13,wasawasa_512,0.833333333333
14,wmwie_512,0.666666666667


Total: 0.655555555556
