,probe,accuracy
0,Steltek_512,0.444444444444
1,stephsphynx_512,0.444444444444
2,steviehs_512,0.555555555556
3,Susi_512,0.833333333333
4,theduke_512,0.888888888889
5,TheLinuxist_512,0.722222222222
6,thhoof_512,0.833333333333
7,thisss_512,0.5
8,Thomas_512,0.777777777778
9,timobaumann_512,0.555555555556
10,tolleiv_512,0.277777777778
11,UrbanCMC_512,0.5
12,vfsh_512,0.611111111111
13,wasawasa_512,0.388888888889
14,wmwie_512,0.5

Total: 0.588888888889
