,probe,accuracy
0,Steltek_512,0.333333333333
1,stephsphynx_512,0.333333333333
2,steviehs_512,0.333333333333
3,Susi_512,1.0
4,theduke_512,0.888888888889
5,TheLinuxist_512,0.777777777778
6,thhoof_512,1.0
7,thisss_512,0.444444444444
8,Thomas_512,1.0
9,timobaumann_512,0.444444444444
10,tolleiv_512,0.111111111111
11,UrbanCMC_512,0.666666666667
12,vfsh_512,0.444444444444
13,wasawasa_512,0.444444444444
14,wmwie_512,0.333333333333

Total: 0.57037037037
